museum,acc.no,taxon,MC1.L,MC1.BML,MC1.BDP,MC1.MSML,MC1.MSDP,MC1.HML,MC1.HDP,MC5.L,MC5.BML,MC5.BDP,MC5.MSML,MC5.MSDP,MC5.HML,MC5.HDP,PP3.L,PP3.BML,PP3.BDP,PP3.MSML,PP3.MSDP,PP3.TML,PP3.TDP,IP3.L,IP3.BML,IP3.BDP,IP3.TML,IP3.TDP
FMNH,129458,Miopithecus_talapoin,12.5,4.45,3.3,2.52,1.7,3.56,2.9,17.7,3.05,2.87,1.7,2,3.27,3.2,16.47,4.68,3.3,2.9,1.76,3.12,2.7,11.24,4.1,2.82,2.9,1.83
FMNH,129459,Miopithecus_talapoin,10.8,3.57,2.67,1.93,1.33,2.84,2.5,15.9,2.84,2.28,1.6,1.6,2.87,2.7,14.27,4,2.83,2.46,1.77,3,2.16,9.35,3.26,2.37,2.25,1.4
FMNH,17714,Chlorocebus_aethiops,17.2,5.2,4.73,2.75,2.44,4.7,4.38,29.1,5.66,5.3,2.6,3.3,5.04,5.2,21.52,6.53,4.9,3.76,2.5,4.2,3.44,14.1,5.31,3.8,3.87,2.53
FMNH,127784,Chlorocebus_aethiops,16.15,4.17,3.25,2.23,1.6,3.57,3.2,24.83,4.45,3.63,2.2,1.88,3.87,3.5,19.08,5.1,3.96,3.22,2,3.37,2.52,13,4.09,3.2,3.4,1.85
MVZ,137555,Colobus_polykomos,21.84,4.94,5.23,3.1,2.17,4.6,4,40.58,7.63,5.56,3.9,3.6,6.66,6.27,30.57,6.65,6.34,4.71,3.7,5.2,4.55,19.2,6.06,5.09,4.66,3.07
MVZ,121143,Colobus_polykomos,20.6,5.11,4.46,2.37,2.05,3.78,3.6,43.16,7,5.87,3.72,4,6.8,6.61,35.6,8.06,6.41,5.72,3.97,5.47,4.63,23.78,7,5.28,5,3.21
MCZ,47977,Colobus_polykomos,22.98,6.15,5.05,2.97,2.32,3.77,4.43,42.33,6.4,5.77,3.45,3.77,6,6.13,38.5,8.71,6.2,5.23,4.13,6.35,5.04,27.51,7.62,5.58,5.21,3.48
MVZ,121458,Semnopithecus_entellus,18.2,5.57,4.93,3.05,2.34,4.29,4.24,36.37,5.3,5.12,3.7,2.86,5.32,5.63,25.4,6.25,4.92,4.06,3.15,3.55,3.9,15.8,5.09,3.94,3.95,2.65
FMNH,104168,Semnopithecus_entellus,29.54,8.86,7.8,4.46,3.24,6.8,6.93,54.3,8.72,9.26,4.73,5.56,8.08,8.5,38.28,10.57,8.44,6.06,4.52,6.9,5.2,25.7,9.05,6.62,6.21,4.12
FMNH,44834,Semnopithecus_entellus,19.46,6,5,3.46,2.4,4.5,4.52,35.4,5.4,5,3.6,3,5.48,5.55,31.65,7.38,5.38,5,3,4.8,4.12,20.73,6.17,4.8,4.57,2.87
FMNH,44835,Semnopithecus_entellus,19.48,5.8,5.26,3.4,2.35,4.16,4.8,35,5.32,4.9,3.32,3.06,5.21,5.57,30.6,7.06,5.35,4.8,3.26,4.53,4.15,20.58,5.76,4.33,4.4,3.05
FMNH,92868,Semnopithecus_entellus,20.4,5.9,4.7,2.7,1.6,3.8,4,33.71,5.34,5.13,2.4,2.8,4.95,4.95,24.11,6.87,5,3.92,2.44,4.72,3.45,17.16,5.17,3.7,4.1,2.38
FMNH,53698,Semnopithecus_entellus,28.63,7.6,6.6,3.5,2.66,6.04,6,47.9,7.43,6.64,4.12,3.6,6.3,6.8,33.38,8.6,6.63,4.93,3.7,5.93,4.47,22.52,6.88,5.05,5.2,3.4
MCZ,41563,Nasalis_larvatus,30.3,8.5,7.6,4.97,4,7.35,6.64,50.8,8.2,6.62,4.38,4.77,7.98,7.82,45.57,10.7,7.98,6.88,4.8,7.5,5.65,29.91,9.44,7,6.9,4.13
MCZ,37343,Nasalis_larvatus,25.75,6.98,5.95,3.9,2.92,6.08,5.35,40.77,5.67,5.1,3.62,3.25,6.63,6,38.15,8.08,6.56,5.54,3.86,6.08,4.5,26.35,6.85,5.71,5.33,3
MCZ,41562,Nasalis_larvatus,25.7,6.8,5.77,4.32,2.83,5.6,5,41.26,5.67,5.3,3.56,2.87,6.08,6.21,36.66,8.15,6.26,5.75,3.67,5.85,4.6,24.83,7,5.5,5.3,3
MCZ,41557,Nasalis_larvatus,29.77,10.6,8.6,5.4,4.3,7.5,6.83,52.78,7.95,6.7,4.8,4.56,7.78,8,44.92,11.1,8.87,7.43,5,8,6,30.72,10.18,7.7,6.9,4.12
MCZ,37344,Nasalis_larvatus,27.33,7.45,7.72,4.2,3.34,6.03,5.9,43.8,6.35,6.1,4.2,3.64,6.7,6.65,39.52,8.8,7.09,5.92,4.11,6.16,4.92,27.62,7.94,6.3,5.8,3.51
MCZ,35718,Trachypithecus_cristatus,18.25,5.3,4.14,3,2,3.94,4.08,33.87,5.37,4.73,3.24,2.63,5.1,5,29.56,6.56,5.05,4.26,3,4.33,3.75,20.81,5.46,4.45,3.85,3.21
MCZ,35586,Trachypithecus_cristatus,17.87,5.33,4.44,2.94,2.05,3.8,3.94,33.6,4.36,5.12,3.04,2.62,4.91,5.22,29.23,6.3,4.8,4.1,3,4.3,3.57,19.32,5.46,4.2,3.73,2.52
MCZ,35584,Trachypithecus_cristatus,18.31,5.82,5,3.42,2.42,4.4,4.13,36.2,5.11,4.6,3.5,2.9,5.48,5.92,30.81,7.23,5.45,4.56,3.28,4.64,4,21.74,5.93,4.63,3.73,2.7
MCZ,35607,Trachypithecus_cristatus,18.37,5.5,4.45,3.2,2.2,4.1,4.34,34.43,5.3,4.8,3.54,2.7,5.24,5.25,29.74,6.71,5.05,4.54,3.58,4.4,4,20.18,5.55,5,3.67,2.6
MCZ,35597,Trachypithecus_cristatus,18.3,5.73,4.5,3,2.35,4.45,4.45,31.88,5,4.47,3.32,2.64,5.27,5.54,28.15,7,5.36,4.4,3.23,4.53,4,19.74,5.73,4.34,3.9,2.9
FMNH,93244,Ateles_paniscus,15.13,3.95,4,1.85,2,2.6,1.86,50.1,6.64,6.43,3.2,4.12,6.66,7.07,43,8.2,7.36,6,4.2,5.83,5.2,28.54,7.57,5.9,5.4,3.6
USNM,338114,Ateles_fusciceps,15.73,3.43,4.77,1.08,1.61,1.92,3.57,48.36,5.66,6.76,3.43,4.11,7.02,7.48,40.29,8.17,7.74,6.39,4.52,7.08,5.92,28.34,8.02,6.28,6.38,4.06
USNM,338115,Ateles_fusciceps,23.91,4.92,5.06,2.73,2.01,2.82,2.65,41.84,4.55,5.49,3.27,3.37,6.62,7.02,37.13,7.3,6.87,5.22,3.81,6.26,5.16,25.28,7.2,5.56,5.04,3.59
AMNH,172985,Ateles_geoffroyi,18.68,3.85,4.1,1.85,1.68,1.58,2.75,50.6,6,5.1,3.26,3.83,6.56,7.14,44.38,8.28,7.2,5.88,4.1,6.42,5.46,30.14,7.8,6.38,5.58,3.8
MVZ,98316,Ateles_geoffroyi,16.6,3.97,3.72,2.13,1.94,2.43,2,44.09,5.4,4.45,3.27,4,5.68,6.48,35.95,7.07,6.29,5.52,3.51,5.4,4.7,24.02,6.65,5.28,5,3.3
MVZ,123692,Ateles_geoffroyi,22.23,4.53,3.75,2,2.11,2.8,2,44.3,5.25,4.35,2.9,3.26,5.23,6.27,38.39,6.58,5.83,4.8,3.76,4.84,4.8,24.36,6.17,5.98,4.55,3.06
CMNH,1235,Ateles_geoffroyi,20.92,4.37,4.45,2.52,1.77,2.81,3.26,45.73,5.87,5.26,2.99,3.31,5.39,7.03,39.92,7.04,6.84,5.43,3.9,5.41,5.07,25.95,7.12,5.76,4.77,3.5
CMNH,1234,Ateles_geoffroyi,19.32,4.2,4.5,2.39,1.73,2.84,2.94,45.33,5.3,5.98,3.16,2.89,5.47,6.97,38.53,7.39,6.91,5.62,4.1,5.3,5.14,26.91,7.26,5.83,5.23,3.87
AMNH,30192,Ateles_belzebuth,17.75,4.1,5.4,1.92,1.42,3.97,2.46,47.37,7.1,6.4,3.54,4.06,6.68,7.67,43.61,8.68,7.94,6.64,4.78,7.6,5.68,29.23,8.13,6.4,6.06,3.81
AMNH,259,Ateles_belzebuth,21.49,5.04,4.5,2.05,1.75,2.21,3.34,45.37,6.49,5.45,2.95,3.21,6.36,6.97,39.12,8.24,6.8,5.79,3.74,5.72,5.52,26.6,7.44,6.02,4.97,3.9
AMNH,201294,Ateles_belzebuth,26.11,4.29,3.94,2.25,2.08,2.68,2.81,47.52,6.23,4.34,2.66,3.46,5.68,6.33,41.4,7.18,6.38,5.87,4.07,5.25,4.85,27.86,6.91,5.67,4.74,3.37
AMNH,23334,Alouatta_seniculus,20.86,5.73,5.38,3.05,3.05,4.74,5.57,27.61,6.47,5.39,3.19,3.51,5.43,6.42,32.01,7.06,5.86,4.76,3.53,4.91,4.37,21.81,6.68,4.96,5.03,3.26
AMNH,48119,Alouatta_seniculus,20.71,5.78,5.64,3.2,2.6,4.85,5.27,28.13,5.92,5.98,3.11,3.32,5.55,6.64,32.86,7.18,6.46,4.73,3.53,4.8,4.2,21.04,6.2,4.91,3.94,2.91
AMNH,23330,Alouatta_seniculus,21.78,5.95,5.41,3.11,3,5,5.93,28.68,6.46,5.94,2.97,3.75,5.72,6.95,33.26,7.07,6.16,4.4,3.48,4.95,4.4,22.37,6.57,5.09,4.62,3.53
FMNH,18869,Alouatta_seniculus,22.81,6.26,5.63,3.26,3.15,5.58,5.67,30.18,6.4,5.8,3.37,3.8,6.25,6.78,32.62,7.41,6.67,4.8,3.63,5.63,4.77,22.8,7.44,5.6,4.77,3.24
AMNH,209917,Alouatta_caraya,23,5.76,4.97,2.72,3.18,5.71,5.86,30.9,5.7,5.37,3.44,3.92,6.09,6.66,30.78,6.64,5.91,5.16,3.71,4.94,4.37,20.33,6,4.65,5,3.2
CMNH,1185,Alouatta_palliata,21.38,5.59,5.88,3.23,2.84,5.49,5.94,27.58,5.7,5.12,2.84,3.31,5.57,6.08,34.24,6.96,6.35,4.93,3.42,4.93,4.4,21.63,6.3,4.98,4.59,3.14
FMNH,61855,Alouatta_palliata,18.72,4.94,4.13,2.15,1.87,3.63,4.8,23.54,4.33,4.8,1.85,2.5,4.77,5,27.08,5.54,4.64,3.04,1.72,3.9,3.8,17.28,4.7,3.9,3.25,1.96
FMNH,22395,Alouatta_palliata,20.83,5.63,4.68,2.7,2.42,5.26,5.93,26.52,5.75,5.37,2.67,3.05,5.87,6.35,31.7,6.47,5.88,4.33,2.8,4.64,4.54,20.1,5.75,4.75,4.45,3.2
FMNH,69581,Alouatta_palliata,21.56,6.35,5.2,3.07,3.04,5.7,5.64,29.03,5.4,5.2,3.05,3.41,5.9,6.47,32.06,7.46,6.73,5.37,3.46,5,4.8,21.64,6.22,5.3,4.6,3.15
FMNH,57119,Alouatta_palliata,22.45,7.15,5.55,3.4,2.96,6.2,6.3,27.66,6.3,6.2,3.07,3.78,6.2,6.83,33.6,7.24,6.7,4.96,3.56,5.1,5,21.5,6.7,5.1,4.75,3.22
AMNH,260,Brachyteles_arachnoides,16.96,4.26,5.21,1.47,1.43,3.15,4.45,51.85,5.69,6.86,3.35,4.28,7.28,8.05,47.15,8.6,8.37,5.04,3.68,6.14,6.16,30.04,8.05,6.95,5.48,4.18
MVZ,121455,Lagothrix_lagotricha,23.63,5.44,4.85,2.8,2.97,4.75,5.52,33.4,6.2,5.7,3.09,3.7,5.5,6.17,33.5,6.55,6.1,6.93,4.2,4.4,4.57,22.2,6.22,4.94,4.2,3.14
USNM,397392,Lagothrix_lagotricha,19.79,4.4,5.14,2.6,2.8,4.4,5.55,28.44,5.21,4.8,2.87,3.03,5.7,5.85,29.67,6.09,6,5.07,3.36,4.2,4.05,20.25,5.3,4.56,4.02,2.8
USNM,397383,Lagothrix_lagotricha,21.3,4.8,5.22,2.8,2.62,4.6,5.5,30.07,5.83,4.67,3,2.88,5.3,5.82,32,6.27,5.71,5.36,3.48,4.26,4.08,22.3,5.54,4.94,4.2,2.95
USNM,538312,Lagothrix_lagotricha,19.7,4.25,5.4,2.3,2.92,4.2,5.6,29.3,5.57,4.42,2.96,3.11,5.13,5.97,31.55,6,5.95,5.22,4,4.6,4.25,20.55,5.64,4.62,4.4,2.93
CMNH,HTB 876,Lagothrix_lagotricha,22.25,5.88,5.23,3.1,2.99,4.99,5.98,33.91,5.43,6.26,3.57,3.55,6.06,6.88,31.17,7.16,6.65,6.16,3.81,5.12,4.79,19.85,6.25,4.99,4.57,3.5
CMNH,HTB 1491,Lagothrix_lagotricha,23,5.1,5.96,3.11,3.17,4.93,6.08,31.14,5.48,5.21,3.09,3.55,5.64,6.35,33,7.04,6.37,5.58,4.15,4.49,5.22,18,6.24,5.62,3.5,2.98
FMNH,70584,Lagothrix_lagotricha,20.2,5.43,5.45,2.92,2.96,4.8,6.06,30.44,5.5,5.84,3.27,3.46,6.3,6.65,31.37,6.94,6.6,5.6,4.3,4.8,4.5,22.2,6.35,5.22,4.75,3.12
FMNH,57181,Lagothrix_lagotricha,23.7,5.21,5.44,2.66,2.7,4.92,5.65,33.34,5.5,5.28,2.94,3.3,4.9,6.5,34.53,7.2,6.4,5.7,3.55,4.66,4.5,22,6.27,5.1,3.83,3
FMNH,98050,Lagothrix_lagotricha,21.5,6.24,5.3,3.3,3.53,5.3,6.2,31,4.76,5.8,3.42,3.57,5.92,6.78,32.73,7.23,7,5.95,4.33,5.05,4.97,20.97,6.57,5.37,4.73,3.55
FMNH,70574,Lagothrix_lagotricha,20.1,6,4.93,3,3.5,5,6.05,29.56,5.38,5.15,3.43,3.77,6,6.62,30.42,6.63,6.46,5.58,4.2,4.68,4.25,19.57,6.27,5.09,4.4,3
AMNH,135414,Cebus_capucinus,19.24,6.26,5.02,3.27,2.81,4.67,5.46,22.96,4.84,4.66,2.13,3.23,4.61,5.61,22.15,6.37,4.72,3.99,2.65,4.45,3.41,15.63,5.49,3.86,3.84,2.6
AMNH,133622,Cebus_apella,17.17,4.48,4.27,3.11,2.3,3.98,4.28,20.62,4,3.82,1.97,2.46,4.07,4.33,17.98,4.63,3.55,2.8,2.21,3.49,2.81,11.8,4.03,3.41,3.2,2.44
AMNH,133637,Cebus_apella,16.19,5.09,4.45,3.05,2.5,3.85,4.2,19.92,3.95,3.48,2.17,2.6,4.08,4.77,18.45,5.46,3.87,3.32,2.16,3.9,2.77,13.67,4.52,3.27,3.31,2.3
FMNH,98046,Cebus_apella,18,5.32,4.8,3.06,2.4,4.35,4.8,22.41,4.2,4.5,2.06,2.7,4.54,5.1,21,5.5,4.28,3,2.5,3.8,3.12,13.41,4.56,3.47,3.36,2.2
FMNH,93261,Cebus_apella,18.18,5.3,4.33,3.27,2.52,4.11,4.8,21.47,4.1,3.9,2.22,2.64,4.5,4.8,21.6,5.67,4.12,3.46,2.67,4,3.12,13.72,4.7,3.42,3.18,2.14
AMNH,30197,Cebus_olivaceus,18.78,5.23,5.25,2.92,2.56,4.42,4.8,21.5,4.6,3.66,2.28,2.6,4.32,4.5,22.14,5.75,4,3.2,2.56,4.14,3.1,15,5,3.76,3.53,2.35
AMNH,30196,Cebus_olivaceus,18.32,5.11,4.6,2.77,2.34,4.05,4.86,20.62,3.68,3.55,2.15,2.3,4.1,4.68,21.05,5.3,3.66,2.63,2.33,3.37,2.92,14.94,4.4,3.3,3.45,2.31
AMNH,30198,Cebus_olivaceus,18.84,5.32,4.71,3,2.35,4.57,5.05,21.64,4.6,3.7,2.3,2.2,4.43,4.78,21.05,5.8,4.35,3,2.43,3.82,3.16,14.9,4.89,3.64,3.72,2.46
AMNH,30195,Cebus_olivaceus,19.44,5,4.86,2.98,2.3,4.48,4.93,22.07,5,4,2,1.97,4.55,4.75,22.41,6.07,4.1,2.86,2.34,4.21,3.05,14.93,4.68,3.62,3.44,2.42
AMNH,42873,Cebus_olivaceus,19.16,5.31,4.8,3.13,2.22,4.45,4.64,22.2,4.65,3.94,2.41,2.17,4.37,4.6,22.5,5.7,4.2,2.73,2.1,4,2.98,15.73,4.78,3.64,3.55,2.24
AMNH,42884,Cebus_olivaceus,19.56,5.23,5.2,2.93,2.15,4.15,4.63,21.5,5.13,4.1,2,2.7,4.5,4.8,22.34,5.97,4.5,3.97,2.2,4.5,3,15,5.3,3.63,3.65,2.3
MCZ,4247,Saimiri,12.12,2.76,2.82,1.8,1.4,2.74,2.97,13.34,2.6,2.36,1.35,1.26,2.8,2.78,14.3,3.58,2.85,2.14,1.48,2.6,2,10.8,3.12,2.3,2.32,1.57
CSHO,9044,Saimiri,11.32,2.74,2.52,1.54,1.26,2.62,2.77,12.1,2.88,2.5,1.2,1.44,2.77,2.83,13.83,3.57,2.73,2,1.32,2.37,1.97,10.16,3,2.25,2.06,1.41
CSHO,9043,Saimiri,11,2.72,2.52,1.4,1.14,2.64,2.7,12.36,2.54,2.52,1.28,1.3,2.77,2.76,13.12,3.71,2.64,1.92,1.37,2.4,1.83,9.33,3.53,2.43,2,1.5
CSHO,63,Saimiri,11.7,2.66,2.52,1.55,1,2.47,2.8,13.1,2.9,2.41,1,1.26,2.42,2.67,14.31,3.6,2.63,2.06,1.28,2.26,1.86,10.1,3,2.28,2,1.4
CSHO,225,Saimiri,11.15,2.88,2.9,1.62,1.15,2.46,2.73,11.7,2.5,2.05,1.24,1.17,2.63,2.6,13.14,3.65,2.62,2.11,1.22,2.43,1.93,9.17,3.05,2.18,2.06,1.27
CSHO,9015,Saimiri,10.36,2.7,2.28,1.07,0.9,2.13,2.5,11.5,2.3,2.12,0.94,0.9,2.48,2.23,12,3.3,2.3,1.62,1.09,2.12,1.71,8.2,2.7,2.04,1.8,1.22
CSHO,151,Saimiri,11.08,2.88,2.67,1.75,1.28,2.58,2.62,12.38,2.77,2.52,1.27,1.45,2.8,2.62,13.32,3.54,2.72,2.33,1.42,2.2,1.9,9.45,3.05,2.2,2.23,1.28
CSHO,65,Aotus,11.5,2.55,2.76,1.41,1,2.72,2.95,13.06,2.33,1.95,1.2,1.2,2.85,2.8,16.5,3.58,2.8,2,1.2,2.34,2.16,11.6,3.2,2.28,2.45,1.35
CSHO,6227,Aotus,11.5,2.77,2.65,1.8,1.3,2.7,2.93,12.1,2.61,2.28,1.5,1.57,3.14,2.8,15.26,3.73,2.93,2.3,1.67,2.63,2.25,11,3.3,2.38,2.43,1.37
AMNH,187978,Pithecia,16.75,3.65,3.98,2.27,1.94,3.56,4.25,20,3.7,3.18,1.96,2.42,3.85,4.71,20.91,5.08,4,3.03,2.35,3.83,3.22,15.1,4.33,3.73,3.21,2.21
MCZ,6028,Chiropotes,17.92,3.86,5,2.13,2.57,3.92,4.53,21.83,4.4,4.12,2.37,2.83,4,4.86,21.66,5.53,4.33,3.65,2.38,3.35,3.4,15.2,4.8,3.6,3.53,2.33
FMNH,95512,Chiropotes,18.2,4.14,4.37,2.14,2.68,3.74,4.7,22.3,4.2,4.35,2.43,2.5,4.33,4.8,22.67,5.86,4.4,3.43,2.44,3.4,3.26,16.2,4.4,3.64,3.35,2
FMNH,93522,Chiropotes,17.8,3.88,4.66,2.23,2.2,3.6,4.77,21.47,4.2,3.92,2.12,2.54,4.04,4.68,21.5,5.11,4.33,3.5,2.4,3.45,3.36,13.7,4.13,3.24,3.37,2.2
FMNH,127402,Chiropotes,13.78,3.2,3.22,1.9,1.4,2.86,3.1,17.22,3,2.68,1.76,1.53,2.92,3.5,20.22,4.32,3.28,2.6,1.8,3,2.5,15.3,4.11,2.96,2.56,1.6
FMNH,121650,Callicebus,10.6,2.62,2.3,1.5,1.16,2.37,2.8,12.4,2.7,2.2,1.26,1.35,3,2.8,15.65,3.48,2.6,2,1.66,2.34,2.1,10.6,3,2.27,2.24,1.5
,UW 88,Australopithecus_sediba,39.4,10.7,12.6,7.5,6.4,10,10.7,41.6,11.6,10.1,5.4,5.3,9.2,10.4,34.7,11.7,11.1,8.6,5.1,9,6.4,21.6,9.7,8.7,7.9,4.8
,AL 333,Australopithecus_afarensis,39.5,12.1,14.3,8.1,7.7,10.1,11.1,51.5,9.4,8.2,7.3,5.6,9.5,10.4,40.6,11.9,10.1,10,5.9,9.8,7,25.7,11.2,9.2,8.1,5.2
,ARA-VP-6/500,Ardipithecus_ramidus,35.2,12.3,11.5,7.9,6.1,10.5,9.9,55.3,9.4,8.7,6.3,5.7,8.5,11.1,52,14.2,11.4,11.63,7.22,10.5,7.9,35.7,14.3,11.55,8.25,5.9
,Shanidar 4,Homo_neanderthalensis,43.3,15.9,16.1,12.6,9,17.4,12.9,52.2,11,10.7,8.1,7.2,12.5,11.3,40,16.8,13.4,11.4,6.9,13.7,8,27,16.3,11.2,12.1,6.4
,UW 101,Homo_naledi,36.42,10.16,8.85,9.28,7.96,10.33,10.95,39.38,10.09,6.8,6.11,5.72,9.33,10.76,35.75,12.07,10.22,8.65,5.78,9.23,6.15,21.63,10.56,6.99,7.82,4.31
